DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytesPerSecond,FlowPacketsPerSecond,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,FwdHeaderLength,BwdHeaderLength,FwdPacketsPerSecond,BwdPacketsPerSecond,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,DownUpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdAvgBytesPerBulk,FwdAvgPacketsPerBulk,FwdAvgBulkRate,BwdAvgBytesPerBulk,BwdAvgPacketsPerBulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,InitWinBytesForward,InitWinBytesBackward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,ActDataPktFwd,MinSegSizeForward,Protocol,Label
92,92011,23,45,3356,942,1450,75,762.5,94,365,52,208.5,99,3677,48,6708,4855,14643,86,9889,4261,1984,36713,4,78093,9167,3846,11602,95,0,0,0,0,0,0,0,0,1,0,0,0,23,46,87,15,67,1399,733,151,22801,8,273,144,292,5477,8,4950,9275,85,24,9,2029,3,809,12243,9903,97350,4623,311988,401,61644,3123,441359,639,49,89,6,Infiltration
415,46248,44,6,3216,2849,1333,43,688,72,1491,50,770.5,34,7385,16,5844,3745,17340,24,17568,6807,1076,8328,59,56624,8686,260,44263,4,0,0,0,0,1,1,0,0,8,0,0,0,27,44,43,84,96,1422,759,71,5041,6,646,528,239,354,46,1606,8103,46,2901,30,793,48,1245,33469,19842,12906,8590,480733,639,81123,7779,436729,313,9,65,6,BENIGN
21,22499,74,43,19427,15066,795,44,419.5,89,802,87,444.5,73,3299,136,2917,680,34053,46,82373,4903,4688,10787,18,74257,2955,1993,22206,2,0,1,0,0,1,0,1,33,49,0,0,0,55,45,35,44,79,1127,603,68,4624,2,478,181,617,4988,98,822,8793,76,382,48,1820,39,592,16226,19347,81700,7394,443341,32,45788,4907,69724,228,22,74,6,FTP-Patator
80,4831,848,4,15139,431,955,59,507,88,1073,88,580.5,92,111180,3968,3762,541,48433,60,45838,1249,128,40844,77,51011,7773,4518,31228,34,0,0,0,0,0,190,1,1,8,0,0,0,58,35,63,40,69,1215,642,113,12769,5,625,794,147,537,98,4574,5001,7,8841,35,2102,3,2559,23111,24813,41582,154,135892,658,23313,1609,38623,897,14,62,6,DDoS
80,23882,69,55,38222,45026,210,80,145,98,778,50,414,78,41179,214,3649,3132,49703,73,12212,5282,2387,2258,53,86306,518,1351,7535,82,0,1,0,0,0,1,0,17,6,0,0,0,34,57,42,17,89,1418,753.5,118,13924,2,810,999,747,937,91,6791,4039,35,2849,12,1848,14,2611,58252,38548,33044,7330,235147,28,1010,6367,486210,876,42,63,6,Web Attack - XSS
80,3222,277,8,15659,672,1476,77,776.5,95,1253,77,665,18,162002,3363,3839,2192,39701,37,75030,5421,1676,27715,68,65074,6461,1161,22180,8,0,0,0,0,1,152,0,0,8,0,0,0,33,55,19,93,84,1117,600.5,98,9604,8,548,183,335,9602,72,2403,1617,56,6122,5,4692,26,3797,52510,42787,59763,4033,446627,667,50819,1011,262462,198,21,56,6,DoS Hulk
2625,155635,24,98,1631,6053,1048,58,553,75,513,61,287,40,3674,36,6610,4977,1049,74,98594,5217,2570,45409,68,80471,4765,3728,19310,44,0,1,0,0,0,0,1,3,3,0,0,0,35,49,34,12,79,1179,629,161,25921,1,992,879,432,4450,63,7149,7569,13,2593,32,4013,26,1908,56468,15344,1399,3756,136564,336,90264,1273,312941,357,25,46,6,Bot
52554,77,4,0,66,67,481,84,282.5,35,241,64,152.5,18,298,50,7502,3782,49307,60,12430,4534,2291,23291,21,61822,2791,1297,8827,89,1,0,0,0,0,1,0,4,6,0,0,0,42,38,20,19,46,1033,539.5,186,34596,0,580,238,416,8360,10,1831,6718,2,1825,18,1388,8,1424,49997,38934,66973,2921,101160,902,36107,2993,282626,805,44,54,6,PortScan
80,131,338,7,48286,28,1345,49,697,11,1228,89,658.5,89,165627,540,159,977,43243,79,39952,3024,2098,3352,7,63388,2372,2806,7744,7,1,0,0,0,1,64,1,2,8,0,0,0,31,33,58,86,59,1491,775,180,32400,1,565,261,673,5279,54,8860,3329,17,9493,2,4970,40,1756,18900,47891,8262,6057,88153,500,36622,9589,105124,146,10,58,6,DoS Hulk
55390,46,1,1,59,60,1336,75,705.5,33,1122,89,605.5,43,312,162,1659,1182,22723,43,67430,613,2201,47426,52,62075,1275,4945,3880,49,0,1,0,0,0,1,0,0,4,0,0,0,45,52,9,8,45,1039,542,100,10000,1,382,181,356,5387,96,7237,3196,5,2321,15,589,11,2865,17108,35790,92593,1743,168847,215,42207,4672,284155,260,1,69,6,PortScan
337,33479,9,45,1774,1957,792,59,425.5,23,1350,95,722.5,77,1169,79,1288,4500,31815,72,82417,796,4613,39393,46,16405,9898,3721,6378,70,0,1,0,0,0,0,0,0,8,0,0,0,48,31,31,57,56,1171,613.5,133,17689,2,343,652,898,2762,93,9837,8400,68,9337,1,944,28,2203,24004,43246,65469,1557,165136,300,97441,9278,436094,953,45,63,6,Infiltration
111,9020,9,28,1156,4178,699,45,372,66,289,41,165,32,2551,71,3037,3463,1847,35,67011,7347,3636,33788,76,47729,8862,1067,41866,91,0,1,0,0,0,0,0,0,0,0,0,0,31,21,82,35,41,1295,668,154,23716,9,486,292,903,8077,8,3717,5336,88,9853,29,4573,39,509,28766,34233,22369,2456,202403,717,17331,4233,165251,629,32,95,6,Infiltration
80,18655,26,80,40046,45261,1268,89,678.5,80,378,98,238,33,48748,235,7979,2923,10636,70,86072,1107,641,7960,50,91587,5407,2429,10343,5,1,0,0,0,1,1,0,16,13,0,0,0,58,43,54,73,72,1346,709,171,29241,2,421,979,671,6673,53,2329,7087,55,5590,15,4226,23,1720,22260,55627,66717,9674,346178,480,25728,555,148541,863,18,59,6,Web Attack - XSS
3471,167775,88,46,6266,9470,126,91,108.5,81,279,95,187,61,3320,36,164,1723,6244,93,35821,6775,1941,9357,32,52965,1205,1647,14513,20,1,1,0,0,0,0,0,4,7,0,0,0,38,53,61,84,42,1041,541.5,168,28224,6,281,936,427,4608,34,2369,6646,47,3604,45,2398,16,3564,12948,11441,52193,3635,406762,364,9537,8686,12501,344,15,41,6,Bot
238,71412,36,48,3262,3391,262,63,162.5,38,1059,56,557.5,48,1042,61,1242,402,18590,27,56231,1996,3413,40636,43,29907,5477,1070,7369,58,1,1,0,0,0,1,1,0,0,0,0,0,22,37,18,5,60,1129,594.5,183,33489,5,819,934,437,7301,64,2646,965,31,8424,43,745,22,4579,43328,41758,29064,4587,353543,279,34068,6320,150358,401,21,53,6,BENIGN
416,58377,27,31,2395,2351,1458,68,763,24,1336,73,704.5,64,7831,29,4708,1562,5339,77,63918,3212,761,42304,59,64064,7834,4085,17322,96,1,0,0,0,1,1,0,3,1,0,0,0,36,54,14,70,81,1486,783.5,187,34969,0,811,416,779,9791,0,6566,2967,45,345,26,973,25,1031,8715,19646,65537,1212,340620,223,77750,931,496071,859,40,68,6,Infiltration
21,42724,51,64,4137,12855,408,75,241.5,36,1071,40,555.5,34,7633,45,7648,1433,45246,37,92400,8632,2534,18318,26,34111,2194,3697,46734,30,0,1,0,0,1,0,1,48,18,0,0,0,21,30,74,20,59,1020,539.5,134,17956,2,943,723,495,2949,93,8396,5835,87,1897,44,1436,37,4946,62586,59488,48666,4300,358224,796,34802,477,154259,784,20,66,6,FTP-Patator
21,49451,21,93,10566,3239,589,48,318.5,80,1349,59,704,79,10084,188,5995,3306,8082,95,80840,7190,3656,9946,40,92530,9212,3175,8051,67,1,1,0,0,0,1,1,49,47,0,0,0,36,45,56,23,61,1388,724.5,102,10404,7,750,796,485,3351,45,5952,2653,30,446,9,1945,46,1863,35895,61003,18719,5789,450289,360,26938,8411,261310,551,8,85,6,FTP-Patator
305,36021,10,25,4437,2100,1080,87,583.5,27,789,66,427.5,80,7817,58,8791,4941,23581,93,91610,207,477,26172,66,29092,7375,2957,14202,16,0,1,0,0,1,1,0,2,8,0,0,0,53,32,24,80,61,1157,609,174,30276,0,333,957,590,9646,15,7938,6044,12,108,7,284,14,4934,15736,40102,15500,706,133525,82,84348,1166,351004,837,36,43,6,Infiltration
80,1163,525,3,68231,161,136,56,96,25,524,43,283.5,77,363776,1871,4238,4243,42594,40,8526,6760,446,10502,89,74365,5952,1322,19309,10,1,0,0,0,0,92,0,1,4,0,0,0,26,51,71,5,88,1243,665.5,63,3969,3,544,877,432,6759,2,9870,8035,57,4364,11,670,40,4589,52234,64942,48940,3537,295801,297,69046,328,294229,651,3,92,6,DoS Hulk
21,35858,41,69,10210,11623,326,58,192,51,1365,87,726,82,10545,99,8426,3967,4119,99,76662,7075,3895,33931,35,96867,5247,4535,12748,4,0,0,0,0,0,1,0,28,22,0,0,0,48,54,13,12,81,1310,695.5,130,16900,2,649,478,462,5811,47,8662,8883,96,9133,1,3934,21,3839,10623,23076,7615,8088,481195,343,91211,5992,144132,488,1,65,6,FTP-Patator
229,29958,42,44,3660,2448,784,68,426,99,743,87,415,88,9644,76,6630,1042,35286,82,13802,6398,600,1562,27,44727,2905,3369,14889,17,1,1,0,0,1,0,0,0,3,0,0,0,36,29,50,3,62,1302,682,139,19321,1,208,455,702,8929,84,5272,2772,8,7235,22,811,25,3787,18471,18285,48958,5661,161259,30,84612,4064,20271,397,30,22,6,Infiltration
7138,84,4,1,41,13,433,84,258.5,83,513,73,293,34,241,129,9944,3275,6293,42,85930,6944,3704,47747,82,62723,576,1470,42051,27,0,1,0,0,0,1,1,3,9,0,0,0,27,39,47,39,88,1314,701,53,2809,3,928,117,522,4645,87,6184,8019,8,5091,14,542,15,2044,36180,27826,58382,2598,46269,597,37951,8722,62306,924,48,88,6,PortScan
435,8212,47,44,1916,2021,717,86,401.5,86,1372,73,722.5,60,9620,98,4288,2780,8283,36,55298,4354,3070,28368,36,1093,3419,2898,5913,81,1,0,0,0,0,0,0,4,6,0,0,0,46,25,44,1,97,1083,590,179,32041,2,365,184,571,7918,58,16,8788,87,4790,47,4221,19,3183,57075,13814,11615,1700,317080,289,35796,4272,360509,932,27,79,6,Infiltration
235,73009,35,44,708,2723,1447,73,760,13,1222,72,647,61,2715,52,9438,3395,40639,51,47362,577,1807,43073,55,58270,6639,1450,39860,12,0,1,0,0,0,0,0,2,0,0,0,0,26,58,74,83,99,1480,789.5,138,19044,7,698,874,661,8865,3,5529,7668,18,7670,14,181,7,2434,26507,53446,9887,6047,342387,523,61765,5737,94684,102,11,81,6,Infiltration
32973,294937,71,80,3811,6795,1217,62,639.5,87,645,56,350.5,16,1117,19,602,1528,23113,64,62279,1247,1757,24532,46,18031,2084,1045,40464,26,0,0,0,0,1,1,1,2,7,0,0,0,50,20,89,39,91,1058,574.5,197,38809,8,324,124,129,7892,57,6335,3844,27,9253,8,966,39,803,55516,32216,86915,2986,183033,504,9958,248,67958,506,29,29,6,Bot
255,95433,14,29,623,606,712,60,386,21,892,85,488.5,52,4618,69,1674,161,45786,39,80043,6732,3703,38185,83,48117,4110,2051,38618,76,0,0,0,0,1,1,1,1,3,0,0,0,24,52,81,58,41,1400,720.5,116,13456,2,377,119,222,4785,56,7173,1767,43,2039,33,4774,49,4669,58293,9764,11339,244,141071,181,31652,7262,68905,730,7,70,6,BENIGN
80,4767,602,3,66678,810,1338,44,691,73,106,72,89,33,252971,2374,9984,1561,1803,8,45321,8509,1606,4606,62,80894,8771,1742,41616,53,0,0,0,0,1,175,0,0,2,0,0,0,39,54,40,49,89,1385,737,66,4356,6,129,305,775,9199,68,2125,4208,75,4819,46,1685,40,4335,34452,17167,1594,1336,444071,58,92847,8801,470629,514,37,57,6,DDoS
80,3853,673,8,38292,136,1450,44,747,38,1283,81,682,89,445567,2985,595,612,18097,81,88867,7392,2281,3918,32,7286,7287,1224,49826,43,1,1,0,0,0,130,0,0,8,0,0,0,31,53,5,56,52,1130,591,122,14884,8,969,207,478,8034,63,2016,9356,65,8238,2,1020,28,327,56744,30981,68707,4422,14242,789,71651,7093,164690,823,29,92,6,DDoS
171,53961,27,23,2738,623,1429,74,751.5,90,306,86,196,32,5843,70,6938,1336,21260,11,22595,9765,4492,37890,8,69364,5293,4837,48773,82,0,0,0,0,1,1,1,1,5,0,0,0,52,31,21,31,53,1166,609.5,184,33856,0,486,780,328,8182,79,501,2310,93,5451,18,4928,5,4065,46871,35735,35813,5294,424201,808,11989,5042,234741,819,43,62,6,BENIGN
60766,336038,83,57,4078,5852,307,60,183.5,93,1069,69,569,18,4477,12,3249,1360,39990,39,43280,2948,3740,17401,38,27136,1902,3950,37132,74,1,1,0,0,0,1,1,4,6,0,0,0,32,29,68,92,65,1121,593,85,7225,8,480,893,501,4768,33,6467,8869,56,5146,37,3386,4,866,9713,21829,64421,6663,344159,998,68278,5954,151848,556,18,64,6,Bot
312,85751,39,43,2862,2801,1096,44,570,63,1176,73,624.5,31,7406,62,7457,1524,8650,13,58266,9214,2728,25561,4,66083,6101,353,11601,1,1,0,0,0,1,1,1,2,8,0,0,0,57,26,82,43,79,1386,732.5,163,26569,2,633,422,841,311,83,8443,2208,43,7748,16,782,7,1153,26702,60886,71925,4609,151989,987,55698,1483,412033,110,13,57,6,BENIGN
21,19197,25,40,8210,10404,712,52,382,53,1173,42,607.5,29,18657,20,130,3598,9487,56,54697,1491,2976,43911,36,49237,1335,878,17348,40,1,0,0,0,0,1,0,37,11,0,0,0,38,59,76,79,61,1274,667.5,186,34596,6,313,164,603,5478,29,185,6059,12,2128,17,1313,46,3349,60752,51345,55912,5384,107272,935,73125,1999,452335,857,17,81,6,FTP-Patator
1668,131831,20,98,7799,2306,424,80,252,53,1079,66,572.5,84,1151,44,3568,4880,25915,88,66046,9081,2285,39283,62,73913,399,3389,19263,41,0,0,0,0,1,0,0,0,0,0,0,0,35,24,81,75,71,1236,653.5,170,28900,7,252,571,954,4364,75,7130,4649,53,9972,39,4391,1,148,41647,58642,30212,2733,395251,42,93969,2364,315079,386,47,26,6,Bot
150,98123,16,33,4734,1194,1255,70,662.5,84,451,81,266,78,6904,42,2381,1545,17036,43,79879,3586,4927,48877,98,43222,8451,3933,49000,75,0,0,0,0,1,1,1,3,2,0,0,0,48,27,98,99,83,1267,675,173,29929,1,898,863,962,4444,79,4281,4096,91,9724,14,4523,16,760,10130,8843,8246,7361,482449,92,91509,2248,10469,820,39,32,6,Infiltration
415,57975,7,5,1159,4734,1103,81,592,19,1478,74,776,75,5105,86,9728,3190,47896,17,21652,2929,3146,26629,75,27555,1861,4929,24229,53,1,0,0,0,1,1,1,4,3,0,0,0,28,50,15,99,81,1369,725,162,26244,4,967,250,404,6734,84,7025,3299,18,9669,27,4069,36,3519,55658,24420,32221,1592,71178,698,38485,4069,414237,798,41,32,6,BENIGN
38221,36,2,1,157,36,1413,66,739.5,59,960,43,501.5,62,335,166,7689,2617,18266,17,51726,3835,3883,35602,23,97344,1709,2918,6794,14,0,1,0,0,1,1,1,0,0,0,0,0,27,52,5,7,61,1331,696,164,26896,1,203,178,159,4617,89,6906,2323,68,5097,22,3800,9,202,53871,15077,13648,8021,488404,987,81291,5897,60334,810,29,83,6,PortScan
21,35901,63,21,15005,11489,203,80,141.5,59,1059,86,572.5,37,9333,90,5062,4819,12315,49,67228,7592,340,36682,55,42120,5646,4513,13083,52,0,0,0,0,1,0,0,13,23,0,0,0,23,45,38,29,90,1049,569.5,104,10816,1,370,344,608,1656,40,456,3035,43,4600,27,1080,4,3200,65365,50483,24905,8022,26092,855,64123,8135,240248,307,48,60,6,FTP-Patator
197,27536,37,38,1841,907,1247,76,661.5,57,601,64,332.5,13,8851,42,748,2589,33473,46,10430,822,1650,33289,26,47613,708,119,31523,9,0,0,0,0,1,0,0,0,4,0,0,0,55,44,15,89,76,1030,553,73,5329,4,364,528,788,5136,37,4348,6066,68,5314,3,4430,1,4016,30411,54866,81230,5774,422031,510,63499,6683,16059,241,34,43,6,Infiltration
21,36937,97,77,9588,5199,1216,41,628.5,29,1002,79,540.5,83,19712,168,7549,4530,11194,22,91269,6559,709,24264,52,58880,6830,4547,12656,9,1,0,0,0,1,1,1,38,12,0,0,0,38,21,82,51,77,1062,569.5,180,32400,5,929,723,359,3099,64,798,4180,41,9866,12,2841,23,3775,39633,34521,56694,7289,403985,985,58938,5024,111102,837,25,26,6,FTP-Patator
21,17050,65,76,3082,11561,853,99,476,52,1361,59,710,89,8121,41,3429,1057,5010,98,1836,2412,385,23743,80,66043,5912,832,39551,71,1,0,0,0,1,1,0,28,29,0,0,0,45,23,44,67,62,1430,746,172,29584,3,582,471,890,4968,37,6187,979,7,6221,14,2541,38,4443,31389,61127,38859,1126,349696,676,21733,1173,452000,403,47,35,6,FTP-Patator
32310,319188,65,96,4481,2640,625,94,359.5,37,1091,82,586.5,34,2194,8,1759,787,17015,31,97695,437,3682,16011,5,87130,2494,3152,1217,66,0,0,0,0,1,1,0,2,3,0,0,0,36,59,7,25,64,1473,768.5,74,5476,1,978,656,156,7215,71,265,8552,81,4333,22,823,37,1803,33923,62345,46327,1767,245626,724,67882,1868,297737,745,36,81,6,Bot
494,88,2,1,108,9,756,71,413.5,32,752,66,409,37,883,148,4456,2427,16505,53,95807,5465,1638,9824,43,94698,958,3060,2315,69,1,1,0,0,1,1,1,3,1,0,0,0,33,54,97,32,62,1292,677,83,6889,8,744,819,718,6243,89,5211,4972,20,8546,12,4467,6,2186,20307,44335,76500,5519,316458,715,69662,6987,40648,664,17,59,6,PortScan
103,3065,41,48,3083,3670,941,69,505,74,243,89,166,96,2758,55,5138,212,6096,62,31972,9802,758,3473,56,62908,6059,3545,29531,65,1,0,0,0,1,0,1,0,5,0,0,0,35,57,87,72,67,1066,566.5,164,26896,1,677,605,724,4884,95,1436,9886,24,4751,8,2556,16,3528,50233,48403,40241,1367,100834,18,77398,232,235429,192,19,89,6,Infiltration
54816,23,4,0,114,10,1048,71,559.5,39,1425,84,754.5,88,445,182,5526,1246,34588,35,62131,8388,3028,43412,57,45409,5820,902,7255,30,0,0,0,0,1,1,1,0,5,0,0,0,56,42,38,72,40,1495,767.5,174,30276,2,262,663,284,2713,48,2396,6299,44,1467,35,3208,29,1675,56943,41500,46610,426,264220,516,24648,2873,128491,637,44,94,6,PortScan
127,60152,48,23,2388,3885,1228,67,647.5,40,232,98,165,52,9491,61,3225,4715,17946,96,74004,8378,1738,12266,66,63580,3305,3195,18517,52,0,1,0,0,0,1,1,4,6,0,0,0,20,23,27,86,70,1360,715,125,15625,3,959,449,926,8221,88,9451,3624,45,1299,33,235,27,4342,54009,44050,89887,3859,69858,125,74621,9019,470084,336,5,83,6,BENIGN
80,4466,974,7,57575,971,1108,63,585.5,26,278,75,176.5,43,183236,939,2191,2486,49009,93,76700,438,2499,26534,81,72494,1939,317,22241,51,0,0,0,0,1,123,1,1,4,0,0,0,51,36,13,41,97,1206,651.5,85,7225,8,342,309,794,3638,79,6903,9031,70,1556,27,4101,1,1170,54907,42487,42305,7375,363145,107,36946,3763,89381,58,17,94,6,DoS Hulk
80,48279,40,62,41795,34443,1070,50,560,98,407,81,244,21,12819,216,9072,4329,30873,7,7689,4421,4692,5943,20,39105,7164,3926,46466,69,1,0,0,0,0,0,0,5,8,0,0,0,23,35,55,51,53,1423,738,74,5476,4,780,786,798,8834,97,8999,6475,89,5284,17,1189,4,3810,32476,24205,83168,3080,255922,136,3744,2505,203293,433,47,51,6,Web Attack - XSS
145,10303,29,18,1422,3486,1087,50,568.5,33,1215,72,643.5,93,1460,54,3524,234,36676,52,38823,1283,2878,25041,53,56421,5135,2929,29346,20,1,0,0,0,1,0,1,3,9,0,0,0,26,25,60,74,63,1146,604.5,195,38025,0,755,208,467,380,73,3816,4494,68,2705,4,1777,38,189,53555,9878,21581,8499,376361,192,53963,6933,285221,976,39,70,6,BENIGN
21,10289,84,40,10700,4993,1404,72,738,59,1187,51,619,48,16473,120,8477,3148,47901,41,64920,5319,705,6972,49,11542,5187,4786,11127,85,1,1,0,0,1,1,1,26,15,0,0,0,44,28,49,61,61,1048,554.5,118,13924,3,475,898,369,8233,52,4487,1897,63,2418,21,351,31,1970,13454,54424,4245,807,12735,211,99397,6844,388862,377,32,87,6,FTP-Patator
38485,20,1,1,118,24,1254,85,669.5,81,359,57,208,18,714,119,2502,2175,11088,53,12526,9625,4880,9395,89,65808,9208,433,48735,73,0,0,0,0,1,1,0,4,2,0,0,0,53,53,6,20,72,1338,705,153,23409,7,535,896,218,5265,69,1899,5152,52,7912,37,2690,44,1858,12831,28380,34347,292,16120,380,61544,9499,99379,279,28,34,6,PortScan
233,77455,25,33,972,4613,961,78,519.5,54,802,71,436.5,69,4522,27,3168,4375,46834,95,78301,6289,1804,49305,46,4090,5471,2919,31534,4,1,1,0,0,0,0,0,3,5,0,0,0,22,26,15,31,98,1494,796,98,9604,2,117,631,647,775,36,1766,9894,9,878,49,2471,34,2317,18797,61985,27791,1691,295501,388,65580,4419,165375,429,5,62,6,BENIGN
29964,185648,90,43,1391,1527,1288,47,667.5,89,1233,64,648.5,94,4485,12,3732,854,15255,72,21438,5525,462,41131,86,63409,4173,2451,15994,19,0,1,0,0,1,1,0,4,2,0,0,0,35,39,54,95,52,1320,686,93,8649,7,250,944,364,3857,4,6438,1203,50,9909,29,4347,5,1281,16211,60978,41688,9996,216916,324,34825,6333,250116,263,47,65,6,Bot
80,4530,958,3,88970,49,160,67,113.5,16,403,53,228,96,295053,2201,8269,1615,40387,28,99400,8239,1516,47125,33,15155,867,1767,17943,86,1,0,0,0,1,59,1,4,1,0,0,0,29,22,32,61,58,1034,546,149,22201,1,331,478,449,2124,41,1853,6877,65,3352,15,3512,2,2828,31918,47685,27654,3359,180122,514,87705,9631,316773,168,40,76,6,DDoS
291,64046,32,17,4965,4321,1204,66,635,59,1216,98,657,75,4429,38,1580,1970,23407,76,16060,8145,2563,11413,67,86753,6861,1020,15290,15,0,0,0,0,0,0,1,2,8,0,0,0,22,20,28,68,98,1349,723.5,61,3721,5,334,788,889,6336,31,4188,3901,40,662,14,976,9,1469,31359,41481,9607,6786,420481,379,57024,3764,483725,735,30,84,6,BENIGN
80,2029,201,8,64339,599,1134,68,601,93,521,91,306,72,276884,596,6977,2032,45606,54,9104,8308,3826,9859,13,63690,5977,2116,23502,45,1,0,0,0,1,51,1,3,0,0,0,0,32,25,57,36,68,1155,611.5,132,17424,0,103,986,507,1359,9,7831,5453,49,7831,42,940,49,198,9654,40516,36840,5718,350350,299,8280,2208,491974,170,1,35,6,DoS Hulk
64702,32541,29,71,4112,8040,714,65,389.5,78,1177,94,635.5,65,2399,23,2556,4657,38817,47,40380,3593,4746,3441,21,85599,8928,3915,12555,42,1,0,0,0,0,0,0,3,0,0,0,0,25,32,85,53,87,1368,727.5,172,29584,5,247,736,327,6377,38,5879,7707,60,1542,46,4204,5,4996,37187,61372,94341,7740,220364,195,46084,9378,420569,361,39,65,6,Bot
357,18569,24,7,4646,743,1376,52,714,42,117,58,87.5,65,7120,31,7114,3874,21343,50,74394,798,4219,29600,49,47759,5222,4569,44255,36,0,0,0,0,0,0,0,1,6,0,0,0,23,40,49,78,91,1351,721,190,36100,1,476,486,350,4392,73,8871,3098,9,705,38,3160,35,1739,10104,16114,58410,5781,254583,761,17810,1894,346527,971,27,20,6,BENIGN
146,53554,27,23,3656,4518,552,97,324.5,93,494,52,273,26,2785,59,2564,1316,29965,52,25504,4357,2866,28626,17,69372,7195,641,28055,82,1,1,0,0,0,0,1,0,9,0,0,0,25,44,69,27,91,1474,782.5,127,16129,3,544,620,675,2701,64,8108,6231,0,1930,24,453,23,4479,44866,62241,84110,7576,197994,628,44657,6233,189703,801,35,67,6,BENIGN
80,31340,94,60,48695,14888,381,85,233,19,891,93,492,14,34009,344,9588,1433,44555,56,68249,3097,2244,11725,28,11064,4940,1597,37631,30,1,1,0,0,0,0,1,14,7,0,0,0,21,35,40,58,70,1251,660.5,166,27556,9,108,549,150,588,93,6824,1874,20,9574,49,2142,44,3318,45010,27562,67290,7637,290388,301,18966,7252,149360,869,36,47,6,Web Attack - XSS
33053,76,3,0,42,32,226,79,152.5,72,1100,85,592.5,93,204,60,4837,4156,39080,77,53110,8517,3626,2552,32,4097,3919,3575,19769,63,0,1,0,0,0,1,0,4,9,0,0,0,20,24,93,70,84,1230,657,104,10816,7,331,847,712,9624,75,6587,9129,81,7138,23,603,25,3387,25787,11043,77810,1400,181558,458,78672,7130,158422,219,31,69,6,PortScan
80,3889,272,8,29489,603,1097,59,578,95,559,76,317.5,20,305100,1774,9052,2414,6894,38,71506,858,1813,1974,22,49394,8300,4029,12464,75,1,1,0,0,1,82,0,0,8,0,0,0,59,42,97,49,70,1076,573,155,24025,3,390,619,339,6992,65,3468,3980,2,1158,24,3328,15,684,33902,9585,98096,4254,100382,993,46454,7558,486903,318,20,84,6,DoS Hulk
21,37838,96,99,3843,2306,1462,75,768.5,18,1456,82,769,87,5051,109,8252,1534,33324,11,89871,3260,4087,9876,87,30737,6759,276,1884,58,0,0,0,0,1,0,0,14,22,0,0,0,52,41,87,30,61,1370,715.5,68,4624,4,337,556,779,2187,30,2181,2314,24,5533,36,4169,45,2169,48956,28010,83666,5261,392674,741,91680,7728,68902,802,17,30,6,FTP-Patator
58102,63,1,1,190,32,933,92,512.5,51,1072,89,580.5,96,616,176,3896,1806,37102,63,7816,9571,518,41329,69,74238,8013,1659,19498,98,1,1,0,0,1,1,1,2,2,0,0,0,38,22,34,83,78,1461,769.5,121,14641,1,671,267,675,7948,22,5022,85,88,6559,2,3771,20,2003,34613,13874,62293,4402,182957,402,80320,7736,212263,842,7,20,6,PortScan
80,4222,508,0,94462,32,1484,71,777.5,42,726,52,389,61,370660,725,836,4184,21347,23,49609,6973,3960,2506,64,35416,3618,2176,24840,53,0,0,0,0,1,187,1,1,8,0,0,0,28,44,72,83,83,1042,562.5,157,24649,2,635,560,952,3804,13,884,909,20,3302,15,501,2,4852,16441,29081,36465,5214,266556,210,6101,8123,405929,729,29,68,6,DoS Hulk
80,1868,645,6,84066,316,823,63,443,85,459,52,255.5,60,73242,1730,5103,2764,35360,14,99523,2572,3882,45295,57,38555,8352,2657,1765,35,0,1,0,0,1,109,1,3,3,0,0,0,36,56,36,98,41,1127,584,166,27556,0,703,246,643,4918,67,3095,2093,70,1316,43,675,30,3625,21196,12116,36425,9873,65873,333,8393,4624,27795,318,49,83,6,DoS Hulk
21,47311,65,35,9883,11142,581,73,327,12,297,66,181.5,63,14888,184,7085,2880,2811,99,70063,6450,1989,11918,11,76379,2934,3219,4797,32,0,0,0,0,1,1,0,21,14,0,0,0,33,55,60,81,78,1169,623.5,169,28561,8,453,560,336,2733,88,7398,8010,64,529,17,2275,2,4682,47914,27352,16061,7183,475519,676,55908,3463,54714,676,11,26,6,FTP-Patator
